puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
0607313,0607313,CA,San Diego County (Central)--El Cajon & Santee Cities,San Diego County (Central)--El Cajon & Santee Cities,187956,0.995,0.9914
0607313,0607314,CA,San Diego County (Central)--El Cajon & Santee Cities,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,935,0.0049,0.0059
0607314,0607313,CA,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,San Diego County (Central)--El Cajon & Santee Cities,1632,0.0102,0.0086
0607314,0607314,CA,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,158168,0.9898,0.9934
0607315,0607315,CA,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa),San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU,164598,0.996,0.9902
0607315,0607317,CA,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa),San Diego County (South Central)--San Diego City (Central/Mid-City),660,0.004,0.004
0607316,0607310,CA,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),San Diego County (West)--San Diego City (Southwest/Central Coastal),18,0.0001,0.0001
0607316,0607316,CA,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),178601,0.9999,1
0607317,0607314,CA,San Diego County (South Central)--San Diego City (Central/Mid-City),San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,117,0.0007,0.0007
0607317,0607315,CA,San Diego County (South Central)--San Diego City (Central/Mid-City),San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU,30,0.0002,0.0002
0607317,0607317,CA,San Diego County (South Central)--San Diego City (Central/Mid-City),San Diego County (South Central)--San Diego City (Central/Mid-City),164303,0.9991,0.996
0607318,0607327,CA,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),148403,0.9588,0.9904
0607318,0607328,CA,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",148,0.001,0.0011
0607318,0607329,CA,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),6024,0.0389,0.0357
0607318,0607330,CA,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),San Diego County (Southwest)--Chula Vista (West) & National City Cities,205,0.0013,0.0011
0607319,0607328,CA,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",132228,0.964,0.9989
0607319,0607329,CA,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),4945,0.036,0.0293
0607320,0607322,CA,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),714,0.0044,0.0051
0607320,0607329,CA,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),157912,0.9727,0.935
0607320,0607330,CA,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),San Diego County (Southwest)--Chula Vista (West) & National City Cities,3725,0.0229,0.0207
0607321,0607322,CA,San Diego County (Southwest)--Chula Vista (West) & National City Cities,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),1248,0.007,0.0088
0607321,0607327,CA,San Diego County (Southwest)--Chula Vista (West) & National City Cities,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),1431,0.008,0.0096
0607321,0607330,CA,San Diego County (Southwest)--Chula Vista (West) & National City Cities,San Diego County (Southwest)--Chula Vista (West) & National City Cities,176184,0.985,0.9782
0607322,0607310,CA,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),San Diego County (West)--San Diego City (Southwest/Central Coastal),39,0.0003,0.0002
0607322,0607322,CA,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),139141,0.9997,0.9861
0607501,0607508,CA,San Francisco County (North & West)--Richmond District,"San Francisco County (Northwest)--Richmond, Western Addition & Presidio",100221,0.6824,1
0607501,0607512,CA,San Francisco County (North & West)--Richmond District,San Francisco County (Southwest)--Outer Sunset & Inner Sunset,950,0.0065,0.0094
0607501,0607514,CA,San Francisco County (North & West)--Richmond District,San Francisco County (Northwest)--Western Addition & Marina,45696,0.3111,0.4469
0607502,0607509,CA,San Francisco County (North & East)--North Beach & Chinatown,"San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",70077,0.617,0.6053
0607502,0607514,CA,San Francisco County (North & East)--North Beach & Chinatown,San Francisco County (Northwest)--Western Addition & Marina,43503,0.383,0.4255
0607503,0607509,CA,San Francisco County (Central)--South of Market & Potrero,"San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",45696,0.279,0.3947
0607503,0607510,CA,San Francisco County (Central)--South of Market & Potrero,San Francisco County (Southeast)--South of Market & Mission,107009,0.6534,0.9995
0607503,0607511,CA,San Francisco County (Central)--South of Market & Potrero,San Francisco County (Southwest)--Central & Bernal Heights,11057,0.0675,0.086
0607504,0607507,CA,San Francisco County (Central)--Inner Mission & Castro,San Francisco County (South Central)--Bayview & Hunters Point,23,0.0002,0.0002
0607504,0607510,CA,San Francisco County (Central)--Inner Mission & Castro,San Francisco County (Southeast)--South of Market & Mission,49,0.0004,0.0005
0607504,0607511,CA,San Francisco County (Central)--Inner Mission & Castro,San Francisco County (Southwest)--Central & Bernal Heights,101377,0.8854,0.7882
0607504,0607514,CA,San Francisco County (Central)--Inner Mission & Castro,San Francisco County (Northwest)--Western Addition & Marina,13045,0.1139,0.1276
0607505,0607511,CA,San Francisco County (Central)--Sunset District (North),San Francisco County (Southwest)--Central & Bernal Heights,7872,0.0732,0.0612
0607505,0607512,CA,San Francisco County (Central)--Sunset District (North),San Francisco County (Southwest)--Outer Sunset & Inner Sunset,99741,0.9268,0.9906
0607506,0607507,CA,San Francisco County (South Central)--Sunset District (South),San Francisco County (South Central)--Bayview & Hunters Point,313,0.0028,0.0027
0607506,0607511,CA,San Francisco County (South Central)--Sunset District (South),San Francisco County (Southwest)--Central & Bernal Heights,8313,0.0746,0.0646
0607506,0607513,CA,San Francisco County (South Central)--Sunset District (South),San Francisco County (Southwest)--Ingleside & South Central,102741,0.9225,0.9852
0607507,0607507,CA,San Francisco County (South Central)--Bayview & Hunters Point,San Francisco County (South Central)--Bayview & Hunters Point,114734,0.9981,0.9971
0607507,0608102,CA,San Francisco County (South Central)--Bayview & Hunters Point,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",213,0.0019,0.0017
0607701,0607705,CA,San Joaquin County (Central)--Stockton City (North),San Joaquin County (Central)--Stockton City (North),189249,1,0.9571
0607702,0607706,CA,San Joaquin County (Central)--Stockton City (South),San Joaquin County (Central)--Stockton City (South),165045,1,0.9653
0607703,0607707,CA,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",San Joaquin County (West)--Tracy City,126155,0.5113,0.9987
0607703,0607709,CA,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",San Joaquin County (South)--Lathrop & Manteca Cities,120559,0.4887,1
0607704,0606717,CA,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities","Sacramento County--Galt, Isleton Cities, Delta Region & Rural",162,0.0009,0.0016
0607704,0607705,CA,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",San Joaquin County (Central)--Stockton City (North),8480,0.0476,0.0429
0607704,0607706,CA,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",San Joaquin County (Central)--Stockton City (South),5930,0.0333,0.0347
0607704,0607708,CA,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities","San Joaquin County (East)--Lodi, Ripon & Escalon Cities",163527,0.9182,0.9992
0607901,0607901,CA,San Luis Obispo County (West)--Coastal Region,San Luis Obispo County (West)--Coastal Region,168679,0.9783,0.9999
0607901,0607902,CA,San Luis Obispo County (West)--Coastal Region,San Luis Obispo County (East)--Inland Region,3745,0.0217,0.0329
0607902,0607901,CA,San Luis Obispo County (East)--Inland Region,San Luis Obispo County (West)--Coastal Region,18,0.0002,0.0001
0607902,0607902,CA,San Luis Obispo County (East)--Inland Region,San Luis Obispo County (East)--Inland Region,109976,0.9998,0.967
0608101,0607513,CA,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",San Francisco County (Southwest)--Ingleside & South Central,1548,0.0109,0.0148
0608101,0608101,CA,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",139981,0.9838,0.9813
0608101,0608102,CA,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",764,0.0054,0.0062
0608102,0608101,CA,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",1498,0.0121,0.0105
0608102,0608102,CA,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",121723,0.9818,0.9832
0608102,0608103,CA,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",758,0.0061,0.0068
0608103,0608102,CA,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",730,0.0066,0.0059
0608103,0608103,CA,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",109178,0.9914,0.9845
0608103,0608104,CA,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,217,0.002,0.0017
0608104,0608101,CA,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",1169,0.0088,0.0082
0608104,0608102,CA,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",370,0.0028,0.003
0608104,0608103,CA,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",963,0.0073,0.0087
0608104,0608104,CA,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,128990,0.975,0.9952
0608104,0608105,CA,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",789,0.006,0.0056
0608104,0608106,CA,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",14,0.0001,0.0001
0608105,0608104,CA,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,355,0.0026,0.0027
0608105,0608105,CA,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",137110,0.9889,0.9809
0608105,0608106,CA,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",1181,0.0085,0.01
0608106,0608104,CA,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,48,0.0004,0.0004
0608106,0608105,CA,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",1879,0.0159,0.0134
0608106,0608106,CA,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",116361,0.9837,0.9886
0608301,0608301,CA,Santa Barbara County (Northwest)--Santa Maria City & Orcutt,Santa Barbara County (Northwest)--Santa Maria City & Orcutt,134057,1,1
0608301,0608302,CA,Santa Barbara County (Northwest)--Santa Maria City & Orcutt,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",3,0,0
0608302,0608302,CA,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",108247,0.9997,0.9995
0608302,0611107,CA,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",28,0.0003,0.0003
0608303,0608303,CA,Santa Barbara County--South Coast Region,Santa Barbara County--South Coast Region,205912,1,1
0608501,0608106,CA,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",151,0.0007,0.0013
0608501,0608507,CA,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",852,0.0038,0.0059
0608501,0608515,CA,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town,102829,0.4641,1
0608501,0608516,CA,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",Santa Clara County (Northwest)--Sunnyvale City,2387,0.0108,0.0149
0608501,0608522,CA,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",Santa Clara County (Northwest)--Mountain View & Los Altos Cities,115355,0.5206,0.9965
0608502,0600117,CA,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities,"Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",15,0.0001,0.0001
0608502,0608516,CA,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities,Santa Clara County (Northwest)--Sunnyvale City,158316,0.9858,0.9851
0608502,0608519,CA,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities,Santa Clara County (Central)--San Jose City (North),2056,0.0128,0.0123
0608502,0608522,CA,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities,Santa Clara County (Northwest)--Mountain View & Los Altos Cities,210,0.0013,0.0018
0608503,0608517,CA,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities,Santa Clara County (Northwest)--Santa Clara City,126088,0.7999,0.9998
