geography_id,geography_desc,geography_desc_full,total_units,"Calculated percentage of units for broadband serviceable locations contained within the geography for which providers report residential fixed broadband service with Copper, Cable, Fiber to the Premises, or Licensed Fixed Wireless technology and speeds of at least 25 / 3 Mbps."
45083,Spartanburg County,"Spartanburg County, SC",160481,0.93220001
20041,Dickinson County,"Dickinson County, KS",10817,0.93229997
21077,Gallatin County,"Gallatin County, KY",4434,0.93229997
30031,Gallatin County,"Gallatin County, MT",68681,0.93239999
42107,Schuylkill County,"Schuylkill County, PA",78866,0.93239999
53029,Island County,"Island County, WA",45384,0.93239999
54011,Cabell County,"Cabell County, WV",52383,0.93239999
21227,Warren County,"Warren County, KY",65140,0.93260002
31059,Fillmore County,"Fillmore County, NE",4185,0.93260002
17183,Vermilion County,"Vermilion County, IL",42768,0.93269998
24029,Kent County,"Kent County, MD",12510,0.93269998
31043,Dakota County,"Dakota County, NE",9540,0.93269998
27169,Winona County,"Winona County, MN",25737,0.93290001
39149,Shelby County,"Shelby County, OH",23800,0.93290001
47031,Coffee County,"Coffee County, TN",29536,0.93290001
6111,Ventura County,"Ventura County, CA",327283,0.93309999
28071,Lafayette County,"Lafayette County, MS",35405,0.93309999
19027,Carroll County,"Carroll County, IA",12508,0.9332
20189,Stevens County,"Stevens County, KS",3011,0.9332
51095,James City County,"James City County, VA",40424,0.9332
13137,Habersham County,"Habersham County, GA",23199,0.93330002
12105,Polk County,"Polk County, FL",394269,0.93339998
37133,Onslow County,"Onslow County, NC",95598,0.93339998
37153,Richmond County,"Richmond County, NC",24308,0.93339998
40101,Muskogee County,"Muskogee County, OK",37042,0.93360001
12019,Clay County,"Clay County, FL",95380,0.93379998
13079,Crawford County,"Crawford County, GA",6090,0.93379998
27131,Rice County,"Rice County, MN",28740,0.93379998
8107,Routt County,"Routt County, CO",21550,0.9339
29063,DeKalb County,"DeKalb County, MO",5677,0.9339
28105,Oktibbeha County,"Oktibbeha County, MS",28930,0.93400002
31103,Keya Paha County,"Keya Paha County, NE",833,0.93400002
38009,Bottineau County,"Bottineau County, ND",6558,0.93400002
23011,Kennebec County,"Kennebec County, ME",70922,0.93409997
21185,Oldham County,"Oldham County, KY",26115,0.93419999
37001,Alamance County,"Alamance County, NC",84864,0.93419999
45007,Anderson County,"Anderson County, SC",111130,0.93430001
20187,Stanton County,"Stanton County, KS",1341,0.93440002
31131,Otoe County,"Otoe County, NE",9224,0.93449998
19197,Wright County,"Wright County, IA",8376,0.93470001
37069,Franklin County,"Franklin County, NC",35543,0.93470001
40145,Wagoner County,"Wagoner County, OK",38331,0.93480003
41019,Douglas County,"Douglas County, OR",62895,0.93480003
48265,Kerr County,"Kerr County, TX",33411,0.93480003
48139,Ellis County,"Ellis County, TX",85618,0.93529999
12049,Hardee County,"Hardee County, FL",13133,0.93550003
18037,Dubois County,"Dubois County, IN",23921,0.93550003
9005,Litchfield County,"Litchfield County, CT",99617,0.9357
28139,Tippah County,"Tippah County, MS",12179,0.9357
36019,Clinton County,"Clinton County, NY",42031,0.9357
40081,Lincoln County,"Lincoln County, OK",18870,0.9357
55045,Green County,"Green County, WI",20442,0.93589997
22073,Ouachita Parish,"Ouachita Parish, LA",82288,0.93620002
31133,Pawnee County,"Pawnee County, NE",2273,0.93620002
13009,Baldwin County,"Baldwin County, GA",22717,0.93629998
5111,Poinsett County,"Poinsett County, AR",13010,0.9364
45041,Florence County,"Florence County, SC",74891,0.9364
51199,York County,"York County, VA",32914,0.9364
5051,Garland County,"Garland County, AR",61037,0.93650001
35013,DoÃ±a Ana County,"DoÃ±a Ana County, NM",104410,0.93650001
37121,Mitchell County,"Mitchell County, NC",10517,0.93660003
29037,Cass County,"Cass County, MO",50280,0.93669999
40141,Tillman County,"Tillman County, OK",5293,0.93669999
48487,Wilbarger County,"Wilbarger County, TX",7995,0.9368
6023,Humboldt County,"Humboldt County, CA",75199,0.93690002
8099,Prowers County,"Prowers County, CO",7088,0.93709999
12119,Sumter County,"Sumter County, FL",88444,0.93709999
13045,Carroll County,"Carroll County, GA",54387,0.93720001
30109,Wibaux County,"Wibaux County, MT",764,0.93720001
13255,Spalding County,"Spalding County, GA",32234,0.93730003
21071,Floyd County,"Floyd County, KY",20578,0.93730003
19099,Jasper County,"Jasper County, IA",19432,0.93739998
48097,Cooke County,"Cooke County, TX",25504,0.93739998
26027,Cass County,"Cass County, MI",30935,0.9375
6065,Riverside County,"Riverside County, CA",962076,0.93769997
42097,Northumberland County,"Northumberland County, PA",50750,0.93779999
39169,Wayne County,"Wayne County, OH",54364,0.93790001
19089,Howard County,"Howard County, IA",5933,0.93800002
36111,Ulster County,"Ulster County, NY",96387,0.93800002
37031,Carteret County,"Carteret County, NC",60302,0.93800002
1015,Calhoun County,"Calhoun County, AL",63720,0.9382
13277,Tift County,"Tift County, GA",20885,0.9382
18069,Huntington County,"Huntington County, IN",19097,0.9382
29001,Adair County,"Adair County, MO",13662,0.9382
51550,Chesapeake city,"Chesapeake city, VA",105537,0.93870002
48339,Montgomery County,"Montgomery County, TX",288831,0.93900001
36015,Chemung County,"Chemung County, NY",42946,0.93919998
21113,Jessamine County,"Jessamine County, KY",23641,0.93940002
42021,Cambria County,"Cambria County, PA",75514,0.93959999
72075,Juana DÃ­az Municipio,"Juana DÃ­az Municipio, PR",20898,0.93959999
13171,Lamar County,"Lamar County, GA",9020,0.93970001
31023,Butler County,"Butler County, NE",5866,0.93980002
46103,Pennington County,"Pennington County, SD",59434,0.93980002
53021,Franklin County,"Franklin County, WA",34536,0.93980002
6007,Butte County,"Butte County, CA",104258,0.94
18147,Spencer County,"Spencer County, IN",11877,0.94
27033,Cottonwood County,"Cottonwood County, MN",6911,0.94010001
36075,Oswego County,"Oswego County, NY",61224,0.94010001
48039,Brazoria County,"Brazoria County, TX",168526,0.94019997
49021,Iron County,"Iron County, UT",26505,0.94019997
27141,Sherburne County,"Sherburne County, MN",42452,0.9404
47147,Robertson County,"Robertson County, TN",34203,0.9404
19075,Grundy County,"Grundy County, IA",6820,0.94050002
29003,Andrew County,"Andrew County, MO",8932,0.94059998
17091,Kankakee County,"Kankakee County, IL",54531,0.94069999
21093,Hardin County,"Hardin County, KY",54774,0.94069999
41039,Lane County,"Lane County, OR",186327,0.94069999
24013,Carroll County,"Carroll County, MD",73759,0.94080001
37115,Madison County,"Madison County, NC",14062,0.94080001
23029,Washington County,"Washington County, ME",23369,0.94090003
51680,Lynchburg city,"Lynchburg city, VA",37893,0.94090003
12033,Escambia County,"Escambia County, FL",164492,0.94099998
38085,Sioux County,"Sioux County, ND",1694,0.94099998
39045,Fairfield County,"Fairfield County, OH",73231,0.9411
17179,Tazewell County,"Tazewell County, IL",66988,0.94120002
19147,Palo Alto County,"Palo Alto County, IA",6376,0.94129997
20067,Grant County,"Grant County, KS",3730,0.94129997
24037,St. Mary's County,"St. Mary's County, MD",51263,0.94139999
13225,Peach County,"Peach County, GA",13989,0.94150001
9015,Windham County,"Windham County, CT",56844,0.94169998
8101,Pueblo County,"Pueblo County, CO",81860,0.9418
51181,Surry County,"Surry County, VA",4365,0.9418
18145,Shelby County,"Shelby County, IN",23305,0.94190001
51710,Norfolk city,"Norfolk city, VA",108605,0.94190001
2220,Sitka City and Borough,"Sitka City and Borough, AK",5042,0.94209999
28057,Itawamba County,"Itawamba County, MS",12943,0.94209999
40137,Stephens County,"Stephens County, OK",24502,0.94220001
31079,Hall County,"Hall County, NE",29913,0.94230002
38005,Benson County,"Benson County, ND",4468,0.94230002
17163,St. Clair County,"St. Clair County, IL",132140,0.94239998
19097,Jackson County,"Jackson County, IA",12238,0.94239998
20093,Kearny County,"Kearny County, KS",2057,0.94260001
21081,Grant County,"Grant County, KY",11833,0.94260001
1081,Lee County,"Lee County, AL",90873,0.9429
8037,Eagle County,"Eagle County, CO",38133,0.9429
48451,Tom Green County,"Tom Green County, TX",60249,0.9429
48257,Kaufman County,"Kaufman County, TX",65224,0.94300002
31155,Saunders County,"Saunders County, NE",12716,0.94309998
29075,Gentry County,"Gentry County, MO",3888,0.94319999
69100,Rota Municipality,"Rota Municipality, MP",757,0.94319999
47161,Stewart County,"Stewart County, TN",8091,0.94330001
50021,Rutland County,"Rutland County, VT",38851,0.94330001
31065,Furnas County,"Furnas County, NE",3750,0.94349998
36069,Ontario County,"Ontario County, NY",59062,0.9436
51149,Prince George County,"Prince George County, VA",13357,0.9436
31013,Box Butte County,"Box Butte County, NE",6904,0.94370002
1001,Autauga County,"Autauga County, AL",28130,0.94389999
29019,Boone County,"Boone County, MO",91065,0.94410002
51195,Wise County,"Wise County, VA",21330,0.94410002
72013,Arecibo Municipio,"Arecibo Municipio, PR",44411,0.94410002
36109,Tompkins County,"Tompkins County, NY",51854,0.94419998
19011,Benton County,"Benton County, IA",13756,0.94450003
36099,Seneca County,"Seneca County, NY",18500,0.94450003
40087,McClain County,"McClain County, OK",20975,0.94459999
22063,Livingston Parish,"Livingston Parish, LA",67438,0.9447
12103,Pinellas County,"Pinellas County, FL",565717,0.94499999
40033,Cotton County,"Cotton County, OK",3974,0.94510001
72077,Juncos Municipio,"Juncos Municipio, PR",17442,0.94520003
42125,Washington County,"Washington County, PA",114464,0.94550002
49041,Sevier County,"Sevier County, UT",10940,0.94550002
13217,Newton County,"Newton County, GA",47882,0.94580001
54061,Monongalia County,"Monongalia County, WV",57022,0.94599998
18067,Howard County,"Howard County, IN",44711,0.9461
39051,Fulton County,"Fulton County, OH",21360,0.9461
12127,Volusia County,"Volusia County, FL",317771,0.94620001
48027,Bell County,"Bell County, TX",172455,0.94620001
48181,Grayson County,"Grayson County, TX",73026,0.94620001
27145,Stearns County,"Stearns County, MN",75423,0.94630003
31177,Washington County,"Washington County, NE",10705,0.94630003
21029,Bullitt County,"Bullitt County, KY",37531,0.94639999
37063,Durham County,"Durham County, NC",165312,0.94639999
41043,Linn County,"Linn County, OR",59440,0.94639999
8095,Phillips County,"Phillips County, CO",2881,0.9465
18043,Floyd County,"Floyd County, IN",38932,0.94660002
37081,Guilford County,"Guilford County, NC",274488,0.94660002
42103,Pike County,"Pike County, PA",43386,0.94660002
40047,Garfield County,"Garfield County, OK",36766,0.94669998
55063,La Crosse County,"La Crosse County, WI",60934,0.94679999
5125,Saline County,"Saline County, AR",60108,0.94690001
27135,Roseau County,"Roseau County, MN",9344,0.94690001
20135,Ness County,"Ness County, KS",2642,0.94700003
36063,Niagara County,"Niagara County, NY",109782,0.94709998
53067,Thurston County,"Thurston County, WA",136828,0.94709998
54069,Ohio County,"Ohio County, WV",24695,0.94709998
16005,Bannock County,"Bannock County, ID",41745,0.9472
36039,Greene County,"Greene County, NY",32824,0.94730002
46017,Buffalo County,"Buffalo County, SD",840,0.94760001
48085,Collin County,"Collin County, TX",468785,0.94760001
40143,Tulsa County,"Tulsa County, OK",333226,0.94770002
6039,Madera County,"Madera County, CA",59751,0.94779998
53011,Clark County,"Clark County, WA",221745,0.94779998
48111,Dallam County,"Dallam County, TX",4259,0.94809997
20005,Atchison County,"Atchison County, KS",8413,0.9483
24015,Cecil County,"Cecil County, MD",53686,0.94840002
29141,Morgan County,"Morgan County, MO",17919,0.94840002
31047,Dawson County,"Dawson County, NE",13480,0.94840002
37055,Dare County,"Dare County, NC",37770,0.94849998
48003,Andrews County,"Andrews County, TX",8780,0.94849998
18031,Decatur County,"Decatur County, IN",14196,0.94859999
18087,LaGrange County,"LaGrange County, IN",20028,0.94859999
39109,Miami County,"Miami County, OH",52901,0.94859999
21073,Franklin County,"Franklin County, KY",27854,0.94870001
17017,Cass County,"Cass County, IL",7894,0.94880003
37197,Yadkin County,"Yadkin County, NC",21546,0.94880003
47025,Claiborne County,"Claiborne County, TN",18513,0.94880003
6087,Santa Cruz County,"Santa Cruz County, CA",121873,0.94940001
12057,Hillsborough County,"Hillsborough County, FL",689905,0.94940001
17029,Coles County,"Coles County, IL",27306,0.94950002
46067,Hutchinson County,"Hutchinson County, SD",5384,0.94950002
51685,Manassas Park city,"Manassas Park city, VA",6022,0.94950002
27063,Jackson County,"Jackson County, MN",7124,0.94959998
34041,Warren County,"Warren County, NJ",55593,0.94959998
28153,Wayne County,"Wayne County, MS",11963,0.9497
29227,Worth County,"Worth County, MO",1589,0.9497
51191,Washington County,"Washington County, VA",31246,0.94980001
31147,Richardson County,"Richardson County, NE",5994,0.94989997
48025,Bee County,"Bee County, TX",14622,0.94989997
42013,Blair County,"Blair County, PA",64082,0.94999999
45045,Greenville County,"Greenville County, SC",258885,0.94999999
55123,Vernon County,"Vernon County, WI",18451,0.94999999
6061,Placer County,"Placer County, CA",198643,0.9501
12053,Hernando County,"Hernando County, FL",98301,0.9501
37135,Orange County,"Orange County, NC",69743,0.9501
36027,Dutchess County,"Dutchess County, NY",138308,0.95029998
37003,Alexander County,"Alexander County, NC",18685,0.95039999
4019,Pima County,"Pima County, AZ",529054,0.95050001
13139,Hall County,"Hall County, GA",91220,0.9508
37199,Yancey County,"Yancey County, NC",13777,0.9508
41017,Deschutes County,"Deschutes County, OR",110079,0.95090002
40109,Oklahoma County,"Oklahoma County, OK",399234,0.95109999
39023,Clark County,"Clark County, OH",69784,0.95139998
6073,San Diego County,"San Diego County, CA",1362005,0.95160002
21019,Boyd County,"Boyd County, KY",24720,0.95169997
20183,Smith County,"Smith County, KS",3308,0.95190001
45003,Aiken County,"Aiken County, SC",92196,0.95190001
48183,Gregg County,"Gregg County, TX",65498,0.95209998
53077,Yakima County,"Yakima County, WA",105359,0.95209998
23005,Cumberland County,"Cumberland County, ME",172787,0.95230001
22093,St. James Parish,"St. James Parish, LA",10235,0.95270002
25011,Franklin County,"Franklin County, MA",41108,0.95270002
39077,Huron County,"Huron County, OH",30812,0.95270002
47075,Haywood County,"Haywood County, TN",9660,0.95279998
55009,Brown County,"Brown County, WI",131552,0.95289999
48091,Comal County,"Comal County, TX",86438,0.95310003
6097,Sonoma County,"Sonoma County, CA",243979,0.95319998
19083,Hardin County,"Hardin County, IA",10724,0.95319998
19179,Wapello County,"Wapello County, IA",19305,0.9533
22033,East Baton Rouge Parish,"East Baton Rouge Parish, LA",233143,0.9533
48381,Randall County,"Randall County, TX",68790,0.9533
45085,Sumter County,"Sumter County, SC",52905,0.95340002
1073,Jefferson County,"Jefferson County, AL",349445,0.95349997
39171,Williams County,"Williams County, OH",19656,0.95359999
31035,Clay County,"Clay County, NE",4323,0.95370001
48041,Brazos County,"Brazos County, TX",111301,0.95370001
22017,Caddo Parish,"Caddo Parish, LA",130788,0.95389998
37071,Gaston County,"Gaston County, NC",112007,0.95389998
6101,Sutter County,"Sutter County, CA",41879,0.954
13005,Bacon County,"Bacon County, GA",5701,0.954
72113,Ponce Municipio,"Ponce Municipio, PR",70369,0.954
18129,Posey County,"Posey County, IN",13570,0.95420003
53061,Snohomish County,"Snohomish County, WA",362054,0.95429999
72123,Salinas Municipio,"Salinas Municipio, PR",14287,0.95429999
38083,Sheridan County,"Sheridan County, ND",1430,0.95450002
53035,Kitsap County,"Kitsap County, WA",123175,0.95450002
40125,Pottawatomie County,"Pottawatomie County, OK",36601,0.95459998
19087,Henry County,"Henry County, IA",10913,0.95469999
72071,Isabela Municipio,"Isabela Municipio, PR",22672,0.95469999
48141,El Paso County,"El Paso County, TX",359823,0.95480001
47169,Trousdale County,"Trousdale County, TN",4619,0.95499998
13077,Coweta County,"Coweta County, GA",64307,0.9551
36007,Broome County,"Broome County, NY",101285,0.9551
5131,Sebastian County,"Sebastian County, AR",66027,0.95539999
37129,New Hanover County,"New Hanover County, NC",129382,0.95539999
37051,Cumberland County,"Cumberland County, NC",158645,0.95550001
47009,Blount County,"Blount County, TN",67088,0.95550001
55059,Kenosha County,"Kenosha County, WI",80308,0.95550001
28091,Marion County,"Marion County, MS",13913,0.95560002
12089,Nassau County,"Nassau County, FL",48907,0.95569998
19141,O'Brien County,"O'Brien County, IA",9023,0.95569998
37159,Rowan County,"Rowan County, NC",73010,0.95569998
45077,Pickens County,"Pickens County, SC",67343,0.95569998
27043,Faribault County,"Faribault County, MN",9465,0.95590001
31025,Cass County,"Cass County, NE",14681,0.95590001
35049,Santa Fe County,"Santa Fe County, NM",88380,0.95590001
18109,Morgan County,"Morgan County, IN",34239,0.95609999
19053,Decatur County,"Decatur County, IA",5385,0.9562
